20201019133124,50.40.30.1/16,-
20201019133140,50.40.20.2/16,-
20201019133224,50.40.30.1/16,-
20201019133240,50.40.20.2/16,-
20201019133324,50.40.30.1/16,-
20201019133340,50.40.20.2/16,5
20201019133424,50.40.30.1/16,-
20201019133440,50.40.20.2/16,-
20201019133524,50.40.30.1/16,-
20201019133540,50.40.20.2/16,-
20201019133624,50.40.30.1/16,-
20201019133640,50.40.20.2/16,-
20201019133724,50.40.30.1/16,-
20201019133740,50.40.20.2/16,5
20201019133824,50.40.30.1/16,-
20201019133840,50.40.20.2/16,-
20201019133924,50.40.30.1/16,-
20201019133940,50.40.20.2/16,-
20201019134024,50.40.30.1/16,-
20201019134040,50.40.20.2/16,-
20201019134124,50.40.30.1/16,-
20201019134140,50.40.20.2/16,-
20201019134224,50.40.30.1/16,-
20201019134240,50.40.20.2/16,5
20201019134324,50.40.30.1/16,-
20201019134340,50.40.20.2/16,-
20201019134424,50.40.30.1/16,-
20201019134440,50.40.20.2/16,-
20201019134524,50.40.30.1/16,-
20201019134540,50.40.20.2/16,-
20201019134624,50.40.30.1/16,-
20201019134640,50.40.20.2/16,-
20201019134724,50.40.30.1/16,-
20201019134740,50.40.20.2/16,-
20201019134824,50.40.30.1/16,-
20201019134840,50.40.20.2/16,5
20201019134924,50.40.30.1/16,-
20201019134940,50.40.20.2/16,-
20201019135024,50.40.30.1/16,-
20201019135040,50.40.20.2/16,-
